plan_id,batch_id,system,alpha,epsilon,confidence,hard_constraints_passed,rule_penalty,reward_score,citations_count,status,created_at,mass_proxy,uniformity_penalty,score_total
batch_20250814_0241_plan_001,batch_20250814_0241,silicate,0.1532,0.7594,0.4163,True,2.81,0.6728,4,success,2025-08-14T02:41:39.322470,0.6957,0.0000,1.5727
batch_20250814_0241_plan_002,batch_20250814_0241,silicate,0.2099,0.8109,0.5570,True,3.12,0.8577,4,success,2025-08-14T02:41:39.358047,0.6957,0.0000,1.9142
batch_20250814_0241_plan_003,batch_20250814_0241,silicate,0.2069,0.7600,0.6872,True,1.51,0.6072,4,success,2025-08-14T02:41:39.377745,0.2929,0.0000,1.2878
batch_20250814_0241_plan_004,batch_20250814_0241,silicate,0.2308,0.8456,0.7277,True,4.50,0.1533,3,success,2025-08-14T02:41:39.405590,0.3344,0.0000,2.7445
batch_20250814_0241_plan_005,batch_20250814_0241,silicate,0.1569,0.7820,0.7125,True,0.68,0.8356,3,success,2025-08-14T02:41:39.426307,0.6957,0.4500,1.6148
batch_20250814_0241_variant_001,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:06.984431,0.2157,0.0000,-0.1904
batch_20250814_0241_variant_002,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.004364,0.2157,0.0000,-0.1904
batch_20250814_0241_variant_003,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.023852,0.2157,0.4500,-0.6404
batch_20250814_0241_variant_004,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.046534,0.6957,0.2500,-0.9204
batch_20250814_0241_variant_005,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.066074,0.6957,0.2500,-0.9204
batch_20250814_0241_variant_006,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.084994,0.6957,0.3400,-1.0104
batch_20250814_0241_variant_007,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.102160,0.6957,0.4500,-1.1204
batch_20250814_0241_variant_008,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.118021,0.6957,0.4500,-1.1204
batch_20250814_0241_variant_009,batch_20250814_0241,silicate,0.5000,0.5000,0.6000,True,0.50,0.7000,1,success,2025-08-14T02:43:07.133123,0.6957,0.4500,-1.1204
