plan_id,batch_id,system,alpha,epsilon,confidence,hard_constraints_passed,rule_penalty,reward_score,citations_count,status,created_at,mass_proxy,uniformity_penalty,score_total
batch_20250814_0345_plan_001,batch_20250814_0345,zirconate,0.1332,0.7794,0.4163,True,2.81,0.6728,4,success,2025-08-14T03:45:01.463924,0.3067,0.0000,2.5023
batch_20250814_0345_plan_002,batch_20250814_0345,zirconate,0.1899,0.8309,0.5570,True,3.12,0.8577,4,success,2025-08-14T03:45:01.487745,0.7221,0.0000,2.6592
batch_20250814_0345_plan_003,batch_20250814_0345,zirconate,0.1869,0.7800,0.6872,True,1.51,0.6072,4,success,2025-08-14T03:45:01.514059,0.1580,0.0000,2.1442
batch_20250814_0345_plan_004,batch_20250814_0345,zirconate,0.2108,0.8656,0.7277,True,4.50,0.1533,3,success,2025-08-14T03:45:01.537457,0.1730,0.0000,3.4358
batch_20250814_0345_plan_005,batch_20250814_0345,zirconate,0.1369,0.8020,0.7125,True,0.68,0.8356,3,success,2025-08-14T03:45:01.564820,0.4649,0.4500,2.4990
batch_20250814_0345_plan_006,batch_20250814_0345,zirconate,0.2257,0.7701,0.7713,True,3.62,0.1073,3,success,2025-08-14T03:45:01.588662,0.5166,0.2071,0.7906
batch_20250814_0345_plan_007,batch_20250814_0345,zirconate,0.2107,0.8357,0.5465,False,3.81,0.5453,2,success,2025-08-14T03:45:01.617153,0.3418,0.0000,2.7829
batch_20250814_0345_plan_008,batch_20250814_0345,zirconate,0.1755,0.7745,0.5730,False,4.46,0.3288,3,success,2025-08-14T03:45:01.639599,0.3487,0.0000,1.9492
batch_20250814_0345_plan_009,batch_20250814_0345,zirconate,0.1857,0.8630,0.4736,False,1.74,0.2779,1,success,2025-08-14T03:45:01.663302,0.4370,0.0000,3.4704
batch_20250814_0345_plan_010,batch_20250814_0345,zirconate,0.2167,0.8248,0.5318,True,2.62,0.3739,3,success,2025-08-14T03:45:01.685658,0.2000,0.0000,2.6158
batch_20250814_0345_plan_011,batch_20250814_0345,zirconate,0.1713,0.7883,0.4730,True,0.17,0.4097,1,success,2025-08-14T03:45:01.714541,0.6563,0.8500,1.1502
batch_20250814_0345_plan_012,batch_20250814_0345,zirconate,0.2229,0.8611,0.7888,True,0.66,0.8047,1,success,2025-08-14T03:45:01.736450,0.1934,0.0000,3.2158
batch_20250814_0345_plan_013,batch_20250814_0345,zirconate,0.2278,0.7909,0.4000,True,4.00,0.4623,1,success,2025-08-14T03:45:01.764856,0.6465,0.2500,0.9441
batch_20250814_0345_plan_014,batch_20250814_0345,zirconate,0.1389,0.8616,0.7612,True,2.36,0.4083,4,success,2025-08-14T03:45:01.789031,0.4099,0.0000,4.1240
batch_20250814_0345_plan_015,batch_20250814_0345,zirconate,0.1637,0.7955,0.5869,False,2.86,0.1435,2,success,2025-08-14T03:45:01.817943,0.3432,0.4500,2.1542
batch_20250814_0345_variant_001,batch_20250814_0345,zirconate,0.2382,0.7753,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.452464,0.1144,0.0000,1.2627
batch_20250814_0345_variant_002,batch_20250814_0345,zirconate,0.2383,0.7751,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.468783,0.1144,0.0000,1.2572
batch_20250814_0345_variant_003,batch_20250814_0345,zirconate,0.2388,0.7751,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.484284,0.1144,0.0000,1.2530
batch_20250814_0345_variant_004,batch_20250814_0345,zirconate,0.2384,0.7751,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.501072,0.1328,0.0000,1.2390
batch_20250814_0345_variant_005,batch_20250814_0345,zirconate,0.2388,0.7753,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.516372,0.1328,0.0000,1.2384
batch_20250814_0345_variant_006,batch_20250814_0345,zirconate,0.2389,0.7751,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.532971,0.1328,0.0000,1.2335
batch_20250814_0345_variant_007,batch_20250814_0345,zirconate,0.2387,0.7755,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.549651,0.2240,0.0000,1.1515
batch_20250814_0345_variant_008,batch_20250814_0345,zirconate,0.2387,0.7753,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.566402,0.2240,0.0000,1.1476
batch_20250814_0345_variant_009,batch_20250814_0345,zirconate,0.2388,0.7752,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.582892,0.2240,0.0000,1.1457
batch_20250814_0345_variant_010,batch_20250814_0345,zirconate,0.2389,0.7747,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.600790,0.1969,0.6000,0.5597
batch_20250814_0345_variant_011,batch_20250814_0345,zirconate,0.2386,0.7753,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.617161,0.2218,0.6000,0.5506
batch_20250814_0345_variant_012,batch_20250814_0345,zirconate,0.2387,0.7747,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.633389,0.2082,0.6000,0.5507
batch_20250814_0345_variant_013,batch_20250814_0345,zirconate,0.2384,0.7752,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.650965,0.3711,0.2500,0.7518
batch_20250814_0345_variant_014,batch_20250814_0345,zirconate,0.2382,0.7749,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.667629,0.3891,0.2500,0.7299
batch_20250814_0345_variant_015,batch_20250814_0345,zirconate,0.2384,0.7751,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.684309,0.4112,0.2500,0.7099
batch_20250814_0345_variant_016,batch_20250814_0345,zirconate,0.2386,0.7748,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.700758,0.4301,0.4500,0.4831
batch_20250814_0345_variant_017,batch_20250814_0345,zirconate,0.2387,0.7749,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.718892,0.4536,0.4500,0.4602
batch_20250814_0345_variant_018,batch_20250814_0345,zirconate,0.2387,0.7749,0.6000,True,0.50,0.7000,1,success,2025-08-14T03:47:50.735607,0.4819,0.4500,0.4318
